Company,Executive,Title,Since,Notes,Updated,city,postal_code,state
Nintendo,Tatsumi Kimishima,Representative director and president,2015,Succeeded Satoru Iwata after his death,2017-11-12,Evansville,47719,Indiana
Oath Inc.,Tim Armstrong,CEO,2009,"Oath is the parent to AOL, Armstrong was formerly with Google",2017-11-15,Charlotte,28263,North Carolina
Oracle Corporation,Safra Catz,CEO,2014,Co-CEO following Larry Ellison,2017-11-12,Milwaukee,53225,Wisconsin
Oracle Corporation,Mark Hurd,CEO,2014,Co-CEO following Larry Ellison; previously with Hewlett-Packard,2017-11-12,Boise,83732,Idaho
PepsiCo,Ramon Laguarta,CEO,2018,Succeeded Indra Nooyi who is still the Chairman until 2019.,2017-11-12,Seattle,98140,Washington
Pfizer,Ian Read,Chairman and CEO,2010,Succeeded Jeff Kindler and Henry McKinnell,2017-11-12,Miami,33180,Florida
Polo Ralph Lauren,Patrice Louvet,President and CEO,2017,Follows Stefan Larsson and Ralph Lauren,2017-11-12,Los Angeles,90060,California
Procter & Gamble,David S. Taylor,President and CEO,2015,Succeeded A.G. Lafley,2017-11-12,Lexington,40586,Kentucky
"Prudential Financial, Inc.",John Strangfeld,Chairman and CEO,2008,With the firm since 1977,2017-11-12,Birmingham,35215,Alabama
Qantas,Alan Joyce,CEO and MD,2008,Formerly with Aer Lingus and Ansett Australia,2017-11-12,Seattle,98127,Washington
Reliance Group,Anil Ambani,Chairman,2006,Son of founder Dhirubhai Ambani,2017-11-12,Washington,20397,District of Columbia
Reliance Industries Limited,Mukesh Ambani,Chairman and MD,2002,One of India's wealthiest people,2017-11-12,Bradenton,34282,Florida
Renault,Luca de Meo,CEO,2005,Former CEO of Nissan,2017-11-12,Greensboro,27425,North Carolina
Riovic,Phiwa Nkambule,CEO,2015,Previously founded Cybatar in 2014. Co-founded Riovic in 2015.,2018-07-19,Birmingham,35254,Alabama
Royal Bank of Canada,David I. McKay,President and CEO,2014,Succeeded Gordon Nixon,2017-11-12,Jacksonville,32215,Florida
Royal Bank of Scotland,Ross McEwan,CEO,2013,Succeeded Stephen Hester,2017-11-12,Daytona Beach,32128,Florida
Royal Dutch Shell,Ben van Beurden,CEO,2014,"Joined Shell in 1983, succeeded Peter Voser",2017-11-12,Fairfax,22036,Virginia
Ryanair,Michael O'Leary,CEO,1994,One of Ireland's wealthiest businessmen,2017-11-12,Palo Alto,94302,California
S&P Global,Douglas L. Peterson,President & CEO,2013,,2018-10-01,Scottsdale,85271,Arizona
S. C. Johnson & Son,Herbert Fisk Johnson III,Chairman and CEO,2004,Great-great grandson of company founder Samuel Curtis Johnson Sr.,2017-11-12,Little Rock,72215,Arkansas
The Salvation Army,Brian Peddle,General and CEO,2018,Joined the organization in 1977,2018-08-13,Chattanooga,37405,Tennessee
Samsung,Oh-Hyun Kwon,Chairman and CEO,2012,Joined the firm in 1985,2017-11-12,New York City,10009,New York
SAP AG,Christian Klein,CEO,2019,Succeeding Bill McDermott in 2019,2019-11-18,Chula Vista,91913,California
SAS Institute,James Goodnight,CEO,1976,Founded the company after leaving North Carolina State University,2017-11-12,Washington,20022,District of Columbia
Schneider Electric,Jean-Pascal Tricoire,Chairman and CEO,2006,Replaced Henri Lachmann,2017-11-12,Melbourne,32941,Florida
Siemens,Joe Kaeser,President and CEO,2013,Succeeds Peter Löscher,2017-11-12,Augusta,30911,Georgia
Simon Property Group,David Simon,Chairman and CEO,1995,Son of founder and real estate developer Melvin Simon,2017-11-12,Stockton,95219,California
Singtel,Chua Sock Koong,Group CEO,2007,Joined the firm in 1989,2017-11-12,Pittsburgh,15220,Pennsylvania
SoftBank,Masayoshi Son,Chairman and CEO,1981,"Founder of the firm, also chairman of Sprint Corporation",2017-11-12,Columbus,43284,Ohio
Solera Holdings,Tony Aquila,Chairman and CEO,2005,Previously COO of Mitchell International,2017-11-12,Santa Barbara,93106,California
Southwest Airlines,Gary C. Kelly,Chairman and CEO,2008,Replaced co-founder Herb Kelleher,2017-11-12,Metairie,70005,Louisiana
Sonic Corporation,J. Clifford Hudson,"Chairman, CEO and president",1995,Also a trustee for the Ford Foundation,2017-11-12,Chicago,60697,Illinois
Starbucks,Kevin Johnson,President and CEO,2017,Previously CEO for Juniper Networks; succeeds Howard Schultz,2017-11-11,Spring Hill,34611,Florida
Sun Hung Kai Properties,Raymond Kwok,Chairman and MD,2011,Has been with the firm since 1978,2017-11-11,Tampa,33694,Florida
Sun Pharmaceutical,Dilip Shanghvi,MD,1983,Has led the firm since its founding,2017-11-11,Newark,7195,New Jersey
SunTrust Banks,William H. Rogers Jr.,Chairman and CEO,2011,"Succeeded James M. Wells, III",2017-11-11,Buffalo,14210,New York
Syntel,Rakesh Khanna,CEO and president,2016,Previously the firm's chief operating office,2017-11-11,Birmingham,35290,Alabama
Target Corporation,Brian Cornell,Chairman and CEO,2014,Succeeded Gregg Steinhafel,2017-11-11,San Antonio,78285,Texas
Tata Consultancy Services,Rajesh Gopinathan,CEO and MD,2016,Replaced N Chandrasekaran,2017-11-11,Corona,92878,California
TCL Corporation,Li Dongsheng,CEO & Founder,1981,Been with the company since the beginning,,Baltimore,21239,Maryland
Telstra,Andy Penn,CEO,2015,Previously CFO,2017-11-11,San Francisco,94105,California
Temasek Holdings,Ho Ching,CEO,2002,Listed as one of the most powerful woman in the world by Forbes,2017-11-11,Washington,20062,District of Columbia
Accenture,Julie Sweet,CEO,2019,"Succeeded Pierre Nanterme, died",2019-01-31,Houston,77065,Texas
Aditya Birla Group,Kumar Birla,Chairman,1995,Part of the Birla family business house in India,2018-10-01,Detroit,48242,Michigan
Adobe Systems,Shantanu Narayen,"Chairman, president and CEO",2007,Formerly with Apple Inc.,2018-10-01,Fort Worth,76192,Texas
Agenus,Garo H. Armen,"Founder, chairman, CEO",1994,Founder of the Children of Armenia Fund (COAF),2018-10-01,Littleton,80127,Colorado
Airbus,Guillaume Faury,CEO,2012,Succeeded Louis Gallois,2017-11-14,Indianapolis,46216,Indiana
Alibaba,Daniel Zhang,CEO,2015,Previously with Taobao,2018-10-01,Pittsburgh,15230,Pennsylvania
Amazon.com,Jeff Bezos,"Founder, President, CEO and chairman",1994,Founder of the firm and one of the world's wealthiest people,2018-10-01,Bronx,10474,New York
AMD,Lisa Su,CEO and president,2014,Formerly with Texas Instruments,2018-10-01,Pittsburgh,15250,Pennsylvania
American Express,Stephen Squeri,Chairman and CEO,2018,Former vice chairman of American Express since 2015,2018-10-01,Jamaica,11447,New York
American Airlines Group,Doug Parker,Chairman and CEO,2013,Previously CEO for US Airways,2018-10-01,Eugene,97405,Oregon
Anthem Inc.,Joseph R. Swedish,"Chairman, president and CEO",2013,"Previously with Centura Health and Trinity Health (Livonia, Michigan)",2018-10-01,Phoenix,85015,Arizona
Apple Inc.,Tim Cook,CEO,2011,Replaced Steve Jobs,2018-10-01,Spring,77388,Texas
Arcelor Mittal,Lakshmi Niwas Mittal,Chairman and CEO,2006,Owner of Queens Park Rangers F.C.,2018-10-01,Bozeman,59771,Montana
AT&T,John Stankey,CEO,2020,Former CEO of WarnerMedia,2020-11-19,Colorado Springs,80920,Colorado
BAE Systems,Charles Woodburn,Chief Executive Officer,2008,Succeeded Ian King,2018-10-01,Marietta,30066,Georgia
Bajaj Allianz General Insurance,Tapan Singhel,MD and CEO,2012,President of the Indo-German Chamber of Commerce,2018-10-01,Milwaukee,53220,Wisconsin
Banco Bilbao Vizcaya Argentaria,Carlos Torres Vila,Chairman and CEO,2015,Previously with Endesa,2018-10-01,Tucson,85710,Arizona
Bank of America,Brian Moynihan,Chairman and CEO,2009,Previously with FleetBoston Financial until it merged with BOA,2018-10-01,Fairbanks,99709,Alaska
Barclays,Jes Staley,Group Chief Executive,2015,Succeeded Antony Jenkins,2018-10-01,Suffolk,23436,Virginia
Berkshire Hathaway,Warren Buffett,Chairman and CEO,1970,One of the world's wealthiest people,2018-10-01,Columbus,43226,Ohio
Best Buy,Hubert Joly,Chairman and CEO,2012,Previously CEO of CWT,2018-10-01,Rochester,14683,New York
Bharti Enterprises,Sunil Bharti Mittal,Founder and chairman,1985,Founder of the firm,2018-10-01,Gainesville,32610,Florida
Blackstone Group,Stephen A. Schwarzman,"Chairman, CEO and co-founder",1985,Co-founded the firm with Peter George Peterson,2017-11-15,Omaha,68105,Nebraska
BHP Billiton,Andrew Mackenzie,CEO,2013,Previously with BP and the Rio Tinto Group,2017-11-15,Reno,89595,Nevada
BMW,Oliver zipse,Chairman of the board of management,2020,Succeeded  harreld kruger,2017-11-15,Detroit,48217,Michigan
Boeing,Dave Calhoun,"Chairman, president and CEO",2020,Succeeded Dennis Muilenburg in the aftermath of 737 Max crisis.,2015-2020,Farmington,48335,Michigan
Boston Consulting Group,Rich Lesser,President and CEO,2013,Replaced Hans-Paul Bürkner,2017-11-15,Simi Valley,93094,California
BP,Bob Dudley,Group Chief Executive,2010,Previously led TNK-BP,2017-11-15,Washington,20508,District of Columbia
Campbell Soup Company,Denise Morrison,President and CEO,2011,12th leader of the company,2017-11-14,Hollywood,33023,Florida
Canonical Ltd.,Mark Shuttleworth,Founder and CEO,2017,Stepped down as CEO in 2009 and resumed in 2017,2017-11-14,Atlanta,30380,Georgia
Capgemini,Paul Hermelin,Chairman and CEO,2012,Previously a member of the French government,2017-11-14,Lincoln,68505,Nebraska
Capital One Financial,Richard Fairbank,"Founder, chairman and CEO",1988,Co-founded the firm with Nigel Morris,2017-11-14,South Bend,46620,Indiana
Caterpillar Inc.,Jim Umpleby,CEO,2017,Succeeded Douglas R. Oberhelman,2017-11-14,Fresno,93750,California
Chubb Limited,Evan G. Greenberg,Chairman and CEO,2004,Former COO of American International Group,2018-10-01,London,40745,Kentucky
Cisco Systems,Chuck Robbins,CEO,2015,"Succeeded John T. Chambers, who became the chairman",2017-11-14,Salt Lake City,84110,Utah
Citigroup,Michael Corbat,CEO,2012,Succeeded Vikram Pandit,2017-11-14,Idaho Falls,83405,Idaho
Coca-Cola,James Quincey,Chairman and CEO,2008,Previously the firm's COO,2017-11-14,Waterbury,6705,Connecticut
Cognizant,Brian Humphries,CEO,2019,Succeeded co-founder Francisco D'Souza,2017-11-14,Washington,20220,District of Columbia
Comcast,Brian L. Roberts,Chairman and CEO,2002,"Son of Ralph J. Roberts, the founder of Comcast",2017-11-14,Washington,20041,District of Columbia
Credit Suisse,Tidjane Thiam,CEO,2015,Formerly with Prudential,2017-11-14,Irving,75037,Texas
Crown Worldwide Group,James E. Thompson,Chairman and founder,1965,Founder of the firm,2017-11-14,Montgomery,36109,Alabama
Daimler AG,Ola Källenius,Chairman of the board of management,2019,Also head of Mercedes-Benz,2020-08-08,Charleston,29411,South Carolina
Dell,Michael Dell,Chairman and CEO,1984,Founder of the firm,2017-11-14,Charlotte,28289,North Carolina
Deutsche Bank,Christian Sewing,CEO,2018,"Former head of private and commercial banking at Deutsche Bank, replaced John Cryan",2018-12-19,Largo,34643,Florida
Deutsche Post,Frank Appel,CEO,2008,Previously with McKinsey & Co.,2017-11-14,Dallas,75246,Texas
Dickey's Barbecue Pit,Roland Dickey Jr.,CEO,2016,Grandson of the company founder.,2019-05-28,Gainesville,32627,Florida
Dow Chemical Company,Edward D. Breen,CEO,2015,Previously CEO of Tyco International,2017-11-14,Panama City,32405,Florida
Dr. Reddy's,G. V. Prasad,Co-chairman and CEO,2001,Previously MD of Cheminor Drugs before it was acquired by Dr. Reddy's,2017-11-14,Cincinnati,45999,Ohio
Eastman Kodak,Jeff Clarke,CEO,2014,Member of the boards of Autodesk and the State University of New York at Geneseo,2017-11-14,Saint Paul,55172,Minnesota
eBay,Devin Wenig,President and CEO,2015,"Third CEO of the company, after Meg Whitman and John Donahoe",2017-11-14,Baltimore,21216,Maryland
Electronic Arts,Andrew Wilson,CEO,2013,On the board for Intel,2017-11-14,Richmond,23203,Virginia
Ericsson,Börje Ekholm,President and CEO,2017,"On the boards for the Alibaba Group, Nasdaq, Inc., Trimble, and the Royal Institute of Technology.",2017-11-14,El Paso,79994,Texas
Exxon Mobil,Darren Woods,Chairman and CEO,2017,Replaces Rex Tillerson who became United States Secretary of State,2017-11-14,Laurel,20709,Maryland
EY,Carmine Di Sibio,Global chairman and CEO,2019,Succeeded Mark Weinberger,2017-11-14,Modesto,95354,California
Facebook,Mark Zuckerberg,Chairman and CEO,2004,Co-founded Facebook in 2004,2017-11-14,Tulsa,74103,Oklahoma
FedEx,Frederick W. Smith,Chairman and CEO,1971,Founder of the company,2017-11-14,El Paso,79940,Texas
Fiat S.p.A.,Sergio Marchionne,CEO,2004,"Also chairman of CNH Industrial, Ferrari, Maserati, Chrysler and SGS S.A.",2017-11-14,Concord,94522,California
Fidelity Investments,Abigail Johnson,"Chairman, president and CEO",2014,"Granddaughter of the firm's founder, Edward C. Johnson II",2017-11-14,Cincinnati,45271,Ohio
Ford Motor Company,James Hackett,President and CEO,2017,"Previously CEO of Steelcase, succeeded Mark Fields",2017-11-14,Erie,16510,Pennsylvania
Foxconn Electronics Inc,Terry Gou,Chairman and CEO,1974,Founder of the firm,2017-11-14,Phoenix,85030,Arizona
Fox Corporation,Lachlan Murdoch,Executive chairman and CEO,2019,Son of Rupert Murdoch,2020-03-05,Cincinnati,45271,Ohio
FUBU,Daymond John,"Founder, president and CEO",1992,Also an investor on the American version of Shark Tank,2017-11-14,Santa Fe,87592,New Mexico
General Dynamics,Phebe Novakovic,Chairman and CEO,2014,Worked for the Central Intelligence Agency and the United States Department of Defense,2017-11-14,El Paso,88519,Texas
General Electric,H. Lawrence Culp Jr.,Chairman and CEO,2018,"Prior to joining GE, Culp worked at Danaher Corporation in Washington, D.C.",2018-10-01,Carson City,89706,Nevada
General Motors,Mary T. Barra,Chairman and CEO,2014,First female CEO of a major global automaker,2017-11-14,El Paso,79945,Texas
GlaxoSmithKline,Emma Walmsley,CEO,2017,Replaced Andrew Witty on his retirement,2017-11-13,Boulder,80305,Colorado
Goldman Sachs,David M. Solomon,CEO,2018,"Previously with Proskauer Rose and Donovan, Leisure, Newton & Irvine",2019-05-09,New York City,10034,New York
Google,Sundar Pichai,CEO,2015,Former director of Jive Software from 2011 to 2013,2017-11-13,Lawrenceville,30045,Georgia
GMA Network,Felipe Gozon,Chairman and CEO,2000,A member of the board since 1975,2017-11-13,Green Bay,54305,Wisconsin
GVK Group,Gunupati Venkata Krishna Reddy,Chairman and MD,1992,Founder of the firm,2017-11-13,Springfield,65810,Missouri
HCL Technologies,C Vijayakumar,President and CEO,2016,"Joined the firm in 1994, previously the COO",2017-11-13,Dallas,75379,Texas
Henderson Land Development,Lee Shau Kee,Chairman and MD,1976,"Founder of the firm, and one of the richest men in the world",2017-11-13,Sacramento,95813,California
Hewlett Packard Enterprise,Meg Whitman,CEO,2015,Previously the CEO of Hewlett-Packard since 2011 before the firm split.,2017-11-13,Dallas,75287,Texas
Honeywell,Darius Adamczyk,"Chairman, President, and CEO",2017,Succeeded David M. Cote (now the executive chairman),2017-11-13,Tulsa,74193,Oklahoma
HP Hood LLC,John A. Kaneb,"Chairman, president and CEO",1995,Acquired the firm in 1995 from Agway,2017-11-13,Reston,22096,Virginia
HSBC,Noel Quinn,Group CEO,2019,Succeeded John Flint.,2017-11-13,Erie,16565,Pennsylvania
IBM,Arvind Krishna,"Chairman, president and CEO",2020,Succeeded Ginni Rometty.,2020-04-06,San Antonio,78220,Texas
IMS Group,Dikesh Malhotra,President and CEO,2012,"Son of Founder and Chairman of IMS Group, Deepak Malhotra",2018-11-11,Roanoke,24040,Virginia
Infosys,Salil Parekh,Interim CEO and MD,2018,Previously on the board of Capgemini,2018-02-20,Las Vegas,89110,Nevada
Intel,Robert H. Swan,CEO,2013,Replaced Brian Kranzanich,2017-11-13,Washington,20319,District of Columbia
InterCall,Scott Etzler,President and CEO,1999,Also serves on the board of Steppenwolf Theater Company,2017-11-13,Jacksonville,32204,Florida
J.Crew,Millard Drexler,CEO,2017,"Previously with West Elm, J. C. Penney, May Company, Anthropologie, and Urban Outfitters",2017-11-13,Fullerton,92835,California
Jefferies Group,Richard B. Handler,Chairman and CEO,2001,Longest tenured CEO of a major Wall Street firm,2017-11-13,Lexington,40586,Kentucky
JP Morgan Chase,James Dimon,Chairman and CEO,2004,Also on the board of the New York Federal Reserve,2017-11-13,Lincoln,68524,Nebraska
"Kaplan, Inc.",Andrew S. Rosen,Chairman and CEO,2002,Previously with The Washington Post and Newsweek,2017-11-13,Van Nuys,91406,California
KLM Royal Dutch Airlines,Pieter Elbers,CEO & President,2000,Previously CEO of  Transavia france,,Huntington Beach,92648,California
Koch Industries Inc.,Charles G. Koch,Chairman and CEO,1967,Son of co-founder Fred C. Koch,2017-11-13,Anaheim,92825,California
Land Securities,Robert Noel,CEO,2012,Succeeded Francis Salway,2017-11-13,Trenton,8608,New Jersey
Las Vegas Sands,Sheldon Adelson,Chairman and CEO,1988,Founder of the Adelson Foundation,2017-11-13,Washington,20436,District of Columbia
L Brands,Les Wexner,"Founder, chairman and CEO",1963,Founder of the firm,2018-02-02,Lake Charles,70607,Louisiana
Lockheed Martin,Marillyn Hewson,"Chairman, president and CEO",2013,Also serves on the board of Sandia National Laboratories and DuPont,2017-11-13,Farmington,48335,Michigan
Marks and Spencer,Steve Rowe,CEO,2016,"Joined the firm in 1989, previously executive director of General Merchandise",2017-11-13,Fort Pierce,34981,Florida
MasterCard,Ajaypal Singh Banga,CEO,1997,Joined the firm in 1997,2019-03-17,Albany,12205,New York
McDonald's,Chris kempczinski,President and CEO,2019,With the company since 2014,2017-11-13,Chattanooga,37410,Tennessee
McKinsey,Kevin Sneader,Global managing partner,2009,Succeeded Ian Davis,2017-11-13,Indianapolis,46247,Indiana
Mesa Air Group,Jonathan Ornstein,Chairman and CEO,1998,Formerly led Virgin Express and Continental Express,2017-11-13,Fresno,93778,California
MetLife,Steven A. Kandarian,"Chairman, president and CEO",2011,Previously executive director for Pension Benefit Guaranty Corporation,2017-11-13,Whittier,90605,California
MGA Entertainment,Isaac Larian,CEO,1979,Co-founded the company,2017-11-13,Arlington,76096,Texas
Microsoft,Satya Nadella,CEO,2014,Was executive vice president of Microsoft's Cloud and Enterprise group,2017-11-13,Lubbock,79405,Texas
MicroStrategy,Michael J. Saylor,Chairman and CEO,1989,Founder of the firm,2018-02-08,Fort Worth,76162,Texas
Morgan Stanley,James P. Gorman,Chairman and CEO,2010,Formerly with Merrill Lynch,2017-11-13,Buffalo,14205,New York
Mossy Oak,Toxey Haas,Founder and CEO,1986,Founder of the firm,2017-11-13,Roanoke,24004,Virginia
Mozilla Corporation,Chris Beard,CEO,2014,Previously CFO,2017-11-13,Erie,16505,Pennsylvania
National Amusements,Sumner Redstone,Chairman and CEO,1967,Formerly executive chairman of CBS and Viacom,2017-11-12,Austin,78778,Texas
NBCUniversal,Jeff Shell,CEO,2020,Previously was Chairman of NBCUniversal Film and Entertainment,2020-03-02,Jamaica,11407,New York
News Corp,Robert James Thomson,CEO,2013,Previously managing editor of The Wall Street Journal,2017-11-12,Denver,80243,Colorado
New York Times Company,Mark Thompson,President and CEO,2012,Succeeded Janet L. Robinson and was previously Director-General of the BBC,2017-11-12,Largo,34643,Florida
NIIT,Vijay K. Thadani,Vice chairman and MD,1981,Co-founder,2017-11-12,Duluth,55805,Minnesota
Nike,Mark Parker,Chairman and CEO,2006,Third CEO of the company,2017-11-12,Warren,44485,Ohio
Nokia,Pekka Lundmark,President and CEO,2020,Previously President and CEO of Fortum,2020-08-16,Jamaica,11480,New York
Novartis,Vasant Narasimhan,CEO,2017,Former engineer for Public Service Enterprise Group,2017-11-12,Washington,56944,District of Columbia
Nintendo,Tatsumi Kimishima,Representative director and president,2015,Succeeded Satoru Iwata after his death,2017-11-12,Evansville,47719,Indiana
Oath Inc.,Tim Armstrong,CEO,2009,"Oath is the parent to AOL, Armstrong was formerly with Google",2017-11-15,Charlotte,28263,North Carolina
Oracle Corporation,Safra Catz,CEO,2014,Co-CEO following Larry Ellison,2017-11-12,Milwaukee,53225,Wisconsin
Oracle Corporation,Mark Hurd,CEO,2014,Co-CEO following Larry Ellison; previously with Hewlett-Packard,2017-11-12,Boise,83732,Idaho
PepsiCo,Ramon Laguarta,CEO,2018,Succeeded Indra Nooyi who is still the Chairman until 2019.,2017-11-12,Seattle,98140,Washington
Pfizer,Ian Read,Chairman and CEO,2010,Succeeded Jeff Kindler and Henry McKinnell,2017-11-12,Miami,33180,Florida
Polo Ralph Lauren,Patrice Louvet,President and CEO,2017,Follows Stefan Larsson and Ralph Lauren,2017-11-12,Los Angeles,90060,California
Procter & Gamble,David S. Taylor,President and CEO,2015,Succeeded A.G. Lafley,2017-11-12,Lexington,40586,Kentucky
"Prudential Financial, Inc.",John Strangfeld,Chairman and CEO,2008,With the firm since 1977,2017-11-12,Birmingham,35215,Alabama
Qantas,Alan Joyce,CEO and MD,2008,Formerly with Aer Lingus and Ansett Australia,2017-11-12,Seattle,98127,Washington
Reliance Group,Anil Ambani,Chairman,2006,Son of founder Dhirubhai Ambani,2017-11-12,Washington,20397,District of Columbia
Reliance Industries Limited,Mukesh Ambani,Chairman and MD,2002,One of India's wealthiest people,2017-11-12,Bradenton,34282,Florida
Renault,Luca de Meo,CEO,2005,Former CEO of Nissan,2017-11-12,Greensboro,27425,North Carolina
Riovic,Phiwa Nkambule,CEO,2015,Previously founded Cybatar in 2014. Co-founded Riovic in 2015.,2018-07-19,Birmingham,35254,Alabama
Royal Bank of Canada,David I. McKay,President and CEO,2014,Succeeded Gordon Nixon,2017-11-12,Jacksonville,32215,Florida
Royal Bank of Scotland,Ross McEwan,CEO,2013,Succeeded Stephen Hester,2017-11-12,Daytona Beach,32128,Florida
Royal Dutch Shell,Ben van Beurden,CEO,2014,"Joined Shell in 1983, succeeded Peter Voser",2017-11-12,Fairfax,22036,Virginia
Ryanair,Michael O'Leary,CEO,1994,One of Ireland's wealthiest businessmen,2017-11-12,Palo Alto,94302,California
S&P Global,Douglas L. Peterson,President & CEO,2013,,2018-10-01,Scottsdale,85271,Arizona
S. C. Johnson & Son,Herbert Fisk Johnson III,Chairman and CEO,2004,Great-great grandson of company founder Samuel Curtis Johnson Sr.,2017-11-12,Little Rock,72215,Arkansas
The Salvation Army,Brian Peddle,General and CEO,2018,Joined the organization in 1977,2018-08-13,Chattanooga,37405,Tennessee
Samsung,Oh-Hyun Kwon,Chairman and CEO,2012,Joined the firm in 1985,2017-11-12,New York City,10009,New York
SAP AG,Christian Klein,CEO,2019,Succeeding Bill McDermott in 2019,2019-11-18,Chula Vista,91913,California
SAS Institute,James Goodnight,CEO,1976,Founded the company after leaving North Carolina State University,2017-11-12,Washington,20022,District of Columbia
Schneider Electric,Jean-Pascal Tricoire,Chairman and CEO,2006,Replaced Henri Lachmann,2017-11-12,Melbourne,32941,Florida
Siemens,Joe Kaeser,President and CEO,2013,Succeeds Peter Löscher,2017-11-12,Augusta,30911,Georgia
Simon Property Group,David Simon,Chairman and CEO,1995,Son of founder and real estate developer Melvin Simon,2017-11-12,Stockton,95219,California
Singtel,Chua Sock Koong,Group CEO,2007,Joined the firm in 1989,2017-11-12,Pittsburgh,15220,Pennsylvania
SoftBank,Masayoshi Son,Chairman and CEO,1981,"Founder of the firm, also chairman of Sprint Corporation",2017-11-12,Columbus,43284,Ohio
Solera Holdings,Tony Aquila,Chairman and CEO,2005,Previously COO of Mitchell International,2017-11-12,Santa Barbara,93106,California
Southwest Airlines,Gary C. Kelly,Chairman and CEO,2008,Replaced co-founder Herb Kelleher,2017-11-12,Metairie,70005,Louisiana
Sonic Corporation,J. Clifford Hudson,"Chairman, CEO and president",1995,Also a trustee for the Ford Foundation,2017-11-12,Chicago,60697,Illinois
Starbucks,Kevin Johnson,President and CEO,2017,Previously CEO for Juniper Networks; succeeds Howard Schultz,2017-11-11,Spring Hill,34611,Florida
Sun Hung Kai Properties,Raymond Kwok,Chairman and MD,2011,Has been with the firm since 1978,2017-11-11,Tampa,33694,Florida
Sun Pharmaceutical,Dilip Shanghvi,MD,1983,Has led the firm since its founding,2017-11-11,Newark,7195,New Jersey
SunTrust Banks,William H. Rogers Jr.,Chairman and CEO,2011,"Succeeded James M. Wells, III",2017-11-11,Buffalo,14210,New York
Syntel,Rakesh Khanna,CEO and president,2016,Previously the firm's chief operating office,2017-11-11,Birmingham,35290,Alabama
Target Corporation,Brian Cornell,Chairman and CEO,2014,Succeeded Gregg Steinhafel,2017-11-11,San Antonio,78285,Texas
Tata Consultancy Services,Rajesh Gopinathan,CEO and MD,2016,Replaced N Chandrasekaran,2017-11-11,Corona,92878,California
TCL Corporation,Li Dongsheng,CEO & Founder,1981,Been with the company since the beginning,,Baltimore,21239,Maryland
Telstra,Andy Penn,CEO,2015,Previously CFO,2017-11-11,San Francisco,94105,California
Temasek Holdings,Ho Ching,CEO,2002,Listed as one of the most powerful woman in the world by Forbes,2017-11-11,Washington,20062,District of Columbia
Tesco,Dave Lewis,Group CEO,2014,Previously with Unilever,2017-11-11,Austin,78778,Texas
"Tesla, Inc.",Elon Musk,CEO,2008,"Previously board member of Tesla, Inc.",2018-11-11,Saint Louis,63131,Missouri
Tod's,Diego Della Valle,MD,1970,"Grandson of Filippo Della Valle, the firm's founder",2017-11-11,Washington,20404,District of Columbia
The Travelers Companies,Alan D. Schnitzer,Chairman and CEO,2015,Previously over the firm's Business and International Insurance segment,2017-11-11,Mesquite,75185,Texas
Toyota,Akio Toyoda,President and director,2009,"Son of Shoichiro Toyoda, the former chairman",2017-11-11,Greenville,29615,South Carolina
T. Rowe Price,Bill Stromberg,President and CEO,2016,Has been with the firm since 1987,2017-02-24,Bryan,77806,Texas
Twitter,Jack Dorsey,CEO,2006,Co-founder,2017-11-11,Milwaukee,53234,Wisconsin
United Airlines,Oscar Munoz,CEO,2015,Formerly with United Continental Holdings,2017-11-11,Mountain View,94042,California
UBS,ralph hamers,Group CEO,2020,Previously with ING,2017-11-11,Tulsa,74108,Oklahoma
Valeant Pharmaceuticals,Joseph C. Papa,Chairman and CEO,2016,Succeeding J. Michael Pearson,2017-11-11,Washington,20051,District of Columbia
Verizon Communications,Hans Vestberg,Chairman and CEO,2018,Replaced Lowell McAdam,2019-03-31,Jacksonville,32255,Florida
ViacomCBS,Robert Bakish,President and CEO,2019,Has been with the firm since 1997,2020-03-02,Chicago,60657,Illinois
Volkswagen Group,Herbert Diess,Chairman of the Management Board/CEO,2018,Succeeded Matthias Müller,2017-11-11,Houston,77065,Texas
Vulcan Inc.,Bill Hilf,CEO,2016,Succeeded Paul Allen,2017-11-11,Detroit,48242,Michigan
The Walt Disney Company,Bob Chapek,CEO,2020,"Previously led Disney Parks, Experiences and Products",2020-03-02,Fort Worth,76192,Texas
Walgreens Boots Alliance,Stefano Pessina,Executive vice chairman and CEO,2015,Holding company of Walgreens and Boots UK,2017-11-11,Littleton,80127,Colorado
Wal-Mart,Doug McMillon,President and CEO,2014,Previously lead for Sam's Club,2017-11-11,Indianapolis,46216,Indiana
Warner Bros.,Ann Sarnoff,Chairwoman and CEO,2019,First woman to hold the position at the company; succeeded Kevin Tsujihara,2019-10-10,Pittsburgh,15230,Pennsylvania
WarnerMedia,Jason Kilar,CEO,2020,Previously with Hulu and Amazon,2020-11-19,Bronx,10474,New York
Wells Fargo,Timothy J. Sloan,CEO and president,2016,"Succeeded John Stumpf, previously COO",2017-11-11,Pittsburgh,15250,Pennsylvania
Whole Foods Market,John Mackey,CEO,1980,Co-founder,2017-11-11,Jamaica,11447,New York
"Williams-Sonoma, Inc.",Laura J. Alber,President and CEO,2010,Replaced W. Howard Lester,2017-11-11,Eugene,97405,Oregon
Wipro Technologies Limited,Abidali Neemuchwala,CEO,2016,Previously with Tata Consultancy Services,2017-11-11,Phoenix,85015,Arizona
